activityID,personSubjID,personObjID,action,details,placeID
9463,8548.0,,described,hiding with other Jews in a barrack for several days while preparations were being made for a large transfer and thereby escaping deportation.,2736
9464,10035.0,,assumed,the post by the beginning of June.,2736
9465,1220.0,,directed,by Raymond Bloch and Toulouse Rabbi Moïse Cassorla and coordinated with Récébédou by Rabbi René Kapel.,2736
9466,2041.0,,directed,by Raymond Bloch and Toulouse Rabbi Moïse Cassorla and coordinated with Récébédou by Rabbi René Kapel.,2736
9467,6687.0,,directed,by Raymond Bloch and Toulouse Rabbi Moïse Cassorla and coordinated with Récébédou by Rabbi René Kapel.,2736
9468,9227.0,,was,"able to visit her uncle, Professor Gunther Stamm, until the summer of 1942, when visits were revoked in anticipation of the deportations.",2736
9469,,14073.0,visit,"For instance, the writer Clara Malraux was able to",2736
9470,10991.0,,held,"approximately 300 people during the war and, according to historian Denis Peschanski, more than 978 after the Liberation.",2724
9471,1347.0,,In,"addition to these two sites, the Jacques Cartier prison (maison d’arrêt)—alternately referred to as the Rennes Penitentiary (La Maison Centrale de Rennes)—held approximately 300 female political prisoners, according to the research historian Yves Boivin.",2724
9472,,9711.0,included,Notable inmates,2729
9473,14003.0,,,"Notable inmates included the Russian writer Ida Mett, the German actress Steffie Spira-Ruschin, the Swiss photographer Gertrude Duby-Blom, and well-known antifascists or Resistance figures such as Dora Schaul and Cläre Quast.",2729
9474,2876.0,,,"Notable inmates included the Russian writer Ida Mett, the German actress Steffie Spira-Ruschin, the Swiss photographer Gertrude Duby-Blom, and well-known antifascists or Resistance figures such as Dora Schaul and Cläre Quast.",2729
9475,,12797.0,included,Notable inmates,2729
9476,,11585.0,included,Notable inmates,2729
9477,,1395.0,include,Famous escapees from Rieucros,2729
9478,,11886.0,include,Famous escapees from Rieucros,2729
9479,,4978.0,included,These,2729
9480,9303.0,,had,"500 wooden barracks that could hold up to 8,000 people.",2731
9481,9302.0,,had,"500 wooden barracks that could hold up to 8,000 people.",2731
9482,12704.0,,oversaw,the camp.,2731
9483,,6036.0,réserve,"Between 1941 and September 1942, its director was Capitaine de",2731
9484,8854.0,,was,"Jack Littaye, who later served as camp director from September to November 1942.",2731
9485,7154.0,,described,the camp as the Drancy of the Southern Zone.,2731
9486,1645.0,,recalled,that the toilets at Rivesaltes consisted of open pits.,2731
9487,2824.0,,described,"it as the worse camp, in part because of the bitter cold.",2731
9488,3679.0,,was,"able to secure the release of some Jewish children and their parents from Rivesaltes, moving them to a children’s home called the Christian Welcome Home for Children (Maison d’Accueil Chrétienne pour Enfants, MACE) in Vence (Alpes-Maritimes Département).",2731
9489,3120.0,,introduced,"to members of   the Resistance, particularly due to the efforts of Elisabeth Eidenbenz, a nurse from the Swiss Red Cross who organized the maternity home.",2731
9490,1337.0,,,"In 1990, Yad Vashem honored August Bohny-Reiter and his wife, Friedl Bohny-Reiter, as Righteous Among the Nations for their rescue work with Secours Suisse, and it extended the same recognition to Eidenbenz in 2001.",2731
9491,11089.0,,were,Rouillé prisoners.,2733
9492,5486.0,,informed,the prefect of Vienne that three Rouillé prisoners were shot and specified the cemeteries in which to inter the remains.,2733
9493,2551.0,,granted,"permission for the remains of a subsequent victim from the Rouillé camp, Pierre-Gabriel Dejardin, to be transferred to his widow for burial, but forbade any patriotic display on the grave marker.",2733
9494,2208.0,,came,"in the form of relief parcels furnished by a Catholic nun,   Sister Jeanne Chérer.",2733
9495,,14534.0,included,The escapees,2734
9496,271.0,,were,Spanish Civil War veterans Manuel Andújar and Hermann Langbein.,2738
9497,8282.0,,were,Spanish Civil War veterans Manuel Andújar and Hermann Langbein.,2738
9498,13276.0,,was,"the leftist German artist, Karl Schwesig, who documented aspects of camp life at Saint-Cyprien in a series of watercolors and sketches.",2738
9499,3179.0,,hospitalized,in nearby Perpignan as a result.,2738
9500,8609.0,,recalled,that her mother got sick while in Saint-Cyprien and subsequently succumbed to her illness while in the Rivesaltes camp.,2738
9501,283.0,,served,as the camp’s rabbi.,2738
9502,6687.0,,organized,many supportive activities.,2738
9503,2325.0,,were,28 escapes recorded during Saint-Cyprien’s existence.,2738
9504,2499.0,,was,"Bulgarian-born David Davidoff, who slipped under the barbed-wire fence in 1940.",2738
9505,9624.0,,transferred,"to the camp on August 7, 1940, after spending about two weeks incarcerated at an auxiliary prison in Limoges.",2740
9506,14203.0,,took,"a different course through several French camps, starting with incarceration at Saint-Germain-les-Belles on August 2, 1940.",2740
9507,3801.0,,moved,to camps at Gurs and at Les Milles near Marseille.,2740
9508,6025.0,,was,"self-sufficient, in contrast with other Roma camps.",2741
9509,4449.0,,were,"Germain Girard (to October 1943), R. Maynard (October 1943 to March 1944), J. Duval (March to October 1944), and F. Loirat (October 1944 to November 1945).",2741
9510,9511.0,,were,"Germain Girard (to October 1943), R. Maynard (October 1943 to March 1944), J. Duval (March to October 1944), and F. Loirat (October 1944 to November 1945).",2741
9511,2918.0,,were,"Germain Girard (to October 1943), R. Maynard (October 1943 to March 1944), J. Duval (March to October 1944), and F. Loirat (October 1944 to November 1945).",2741
9512,8909.0,,were,"Germain Girard (to October 1943), R. Maynard (October 1943 to March 1944), J. Duval (March to October 1944), and F. Loirat (October 1944 to November 1945).",2741
9513,10982.0,,served,as the guards.,2741
9514,2495.0,,attempted,to withdraw this authorization “as a result of the pillaging/damages committed by the Gypsies in the village in the camp’s vicinity.” The German authorities quickly countermanded the prefect’s order.,2741
9515,,2672.0,had,Saint-Sulpice,2743
9516,,12059.0,had,Saint-Sulpice,2743
9517,,2134.0,had,Saint-Sulpice,2743
9518,,2655.0,had,Saint-Sulpice,2743
9519,14711.0,,painted,"frescoes in four of the barracks and in the chapel; they caught the attention of a local curator, who lobbied to move them into a museum after the war.",2743
9520,12059.0,,was,the commandant of Sisteron.,2770
9521,6386.0,,,"André Jean-Faure of the French General Inspectorate of Camps (Inspection Générale des Camps, IGC) proposed that they serve for limited terms.",2770
9522,1733.0,,ordered,by SS-Hauptsturmführer Alois Brunner.,2770
9523,14382.0,,was,"a hotel owner, Antonin Sudre.",2770
9524,3316.0,,,"Historians Mouny Estrade-Szwarckopf and Paul Estrade estimate that more than 500 people were assigned to the GPTE at Soudeilles during its existence, but it is difficult to tell how many were there at any given time because of the widespread locations of the work assignments and other factors such as escapes.",2785
9525,3315.0,,estimate,"that more than 500 people were assigned to the GPTE at Soudeilles during its existence, but it is difficult to tell how many were there at any given time because of the widespread locations of the work assignments and other factors such as escapes.",2785
9526,14391.0,,Jews,who labored in GPTE No.,2785
9527,16199.0,,Jews,who labored in GPTE No.,2785
9528,8414.0,,noted,that the camp was originally envisioned as a temporary holding place for foreigners and French Jews deported from the Pas-de-Calais Département (part of the Forbidden Zone) by the occupying authorities.,2841
9529,10991.0,,pointed,"out that of the 211 people held in Troyes as of July 1941, 124 were British.",2841
9530,8214.0,,was,"the director of the portion of the camp in the Diderot School from February 8, 1941, until all prisoners were moved to Jules Ferry at the end of April 1941, at which point he became director of the entire camp.",2841
9531,10959.0,,ordered,"by the regional prefecture, which was then directed by Louis de Peretti (beginning in May 1942).",2841
9532,15770.0,,arrested,"and transferred via the Jules Ferry center on January 27, 1944.",2841
9533,7384.0,,passed,"through Troyes and was then put on convoy 53 and deported to Sobibor, where he died.",2841
9534,7154.0,,arrived,"at Drancy from Isère on the night of August 29, 1942.",2854
9535,604.0,,provided,"for the internees by the Committee to Coordinate Activities for the Displaced (Comité inter-mouvements Auprés des Évacués, CIMADE) founded by the Protestant activist and member of the French Resistance, Madeleine Barot.",2873
9536,,712.0,included,The internees,2873
9537,,13231.0,included,The internees,2873
9538,13231.0,,was,seven years old when her family fled Belgium as refugees to France escaping from the Germans.,2873
9539,10018.0,,replaced,"by an infantry lieutenant and then, in May 1942, by Lieutenant Charles Moreau, previously camp director at Choisel and Moisdon-la-Rivière and a member of the French Foreign Legion.",2881
9540,8414.0,,described,Duval as ineffectual.,2881
9541,731.0,,was,Raymond Bazin.,2881
9542,2875.0,,served,as camp physician.,2881
9543,,9793.0,survivor,"As late as the spring of 1944, there were seven Jews in the camp, including",2881
9544,2090.0,,visited,"Voves and the Chartres hospital, which treated seriously ill prisoners, regularly in 1943 and 1944.",2881
9545,11936.0,,accused,"Chaligne of “complicity” with the Voves prisoners in the Chartres hospital, as one inmate was observed preparing a gift for her.",2881
9546,11556.0,,authorized,"the construction of the Trans-Saharan Railroad, also known as the Mediterranean-Nigerian (Mer-Niger) railroad project.",2214
9547,20.0,,composed,"mainly of foreign Jews, mostly from Central Europe but including a few French Jews from mainland France, as well as Spaniards or Italians.",2217
9548,10585.0,,were,"between a few dozen and 100 forced laborers at Agdz, approximately 10 percent of whom were Jews (but not Moroccan Jews).",2217
9549,11556.0,,authorized,"the construction of the Trans-Saharan Railroad, also known as the Mediterranean-Nigerian (Mer-Niger) railroad project.",2219
9550,2052.0,,,A census in the Hélène Cazès-Benathar collection counted seven “ex-German” and Jewish detainees at Ain Guenfounda.,2219
9551,13920.0,,makes,a good case study in considering how prisoners made the transition to civilian life after liberation.,2219
9552,14765.0,,held,"in forced residence at Ain Sefra and was designated to be sent with inmates from other camps to the Mecheria camp on June 30 or July 1, 1941.",2220
9553,2954.0,,permitted,to work.,2265
9554,9969.0,,called,"the “camps of death,” along with Djelfa and Djenien Bou Rezg.",2280
9555,9969.0,,was,"the historian André Moine, who published his testimony of this camp and others.",2280
9556,8415.0,,was,"Bernard Lecache, the president of the International League against Antisemitism (Ligue internationale contre l’antisemitisme, LICA).",2280
9557,13428.0,,is,the file of Ernest Sello.,2281
9558,2052.0,,,Materials available in the archive of Hélène Cazès-Benathar and the American Friends Service Committee (AFSC) Casablanca collection confirm that contract employment for refugees to work at the Bou Azzer mines continued until 1945.,2282
9559,15163.0,,worked,as a doctor at the Bou Azzer mines from liberation until 1945.,2282
9560,7973.0,,had,contracts to work at the Bou Azzer mines after liberation.,2282
9561,1852.0,,had,contracts to work at the Bou Azzer mines after liberation.,2282
9562,2052.0,,,"Despite these limitations, there is evidence from the humanitarian aid activist Hélène Cazès-Benathar and the International Committee of the Red Cross (ICRC) that Boulhaut also served as a camp for volunteers engaged in the French Foreign Legion for the duration of the war (Engagés volontaires à la Légion étrangère pour la durée de la guerre, EVDG).",2284
9563,15296.0,,inspected,"Boulhaut on April 24, 1943, he found that the camp consisted of small brick barracks (noualla), each holding four prisoners.",2284
9564,2032.0,,died,at Carnot.,2326
9565,12715.0,,was,synonymous with prisoner.,2343
9566,1345.0,,directed,all internment camps in the AOF.,2366
9567,10377.0,,interned,at all three camps.,2366
9568,15968.0,,remembers,that the crew had to “trudge through ankle [deep] mud to answer the calls of nature.” The latrines were open trenches in open view of the families of the Af-rican troops.,2366
9569,15968.0,,tortured,the crew by lying to them that they would be repatriated to Freetown shortly.,2366
9570,2035.0,,was,among the prisoners in the fortress.,2368
9571,414.0,,was,"named M. Roger Auger, and the supervisor (surveillant) was Vincelet.",2380
9572,10190.0,,received,"860 francs, and in the fall of 1942 he received 645 francs.",2380
9573,10190.0,,discovered,that the Allies had landed in North Africa.,2380
9574,892.0,,escaped,the camp and was arrested by the mobile brigade of Sidi-BelAbbès.,2402
9575,2136.0,,escaped,"Djebel-Felten on May 24, 1941.",2402
9576,10107.0,,attempted,"to escape Djebel-Felten on February 22, 1941.",2402
9577,8.0,,escaped,"Djebel-Felten on May 6, 1941.",2402
9578,12680.0,,were,just some of the many prisoners transferred from Djebel-Felten to Mecheria from 1940 to 1941.,2402
9579,1860.0,,were,just some of the many prisoners transferred from Djebel-Felten to Mecheria from 1940 to 1941.,2402
9580,12610.0,,were,just some of the many prisoners transferred from Djebel-Felten to Mecheria from 1940 to 1941.,2402
9581,13085.0,,were,just some of the many prisoners transferred from Djebel-Felten to Mecheria from 1940 to 1941.,2402
9582,,2026.0,recommended,The Vaucluse prefect,2402
9583,473.0,,came,from the city of Nancy for the release of Alfred Baderot.,2402
9584,11997.0,,appealed,for clemency in 1942.,2402
9585,8415.0,,was,"Bernard Lecache, the president of the International League against Antisemitism (Ligue Internationale contre l’antisémitisme, LICA), who had been transferred from the Bossuet camp.",2404
9586,1989.0,,succeeded,by Général Jules César Caboche.,2404
9587,12016.0,,transferred,"to Lieutenant Pierre de Ricko, a naturalized French citizen of Russian origin, whose subordinates included Louis Villy, a pro-fascist Alsatian; Ali Guesmi, an Arab policeman; Georges Fabre; Hugues Krengel, a former member of the French Foreign Legion (Légion étrangère, LE); and other guards such as Ernest Dupont and Julien Dupont.",2406
9588,,15387.0,included,"On July 1, 1941, the management of the camp was transferred to Lieutenant Pierre de Ricko, a naturalized French citizen of Russian origin, whose subordinates",2406
9589,,5084.0,included,"On July 1, 1941, the management of the camp was transferred to Lieutenant Pierre de Ricko, a naturalized French citizen of Russian origin, whose subordinates",2406
9590,,3343.0,included,"On July 1, 1941, the management of the camp was transferred to Lieutenant Pierre de Ricko, a naturalized French citizen of Russian origin, whose subordinates",2406
9591,,7808.0,included,"On July 1, 1941, the management of the camp was transferred to Lieutenant Pierre de Ricko, a naturalized French citizen of Russian origin, whose subordinates",2406
9592,,2908.0,included,"On July 1, 1941, the management of the camp was transferred to Lieutenant Pierre de Ricko, a naturalized French citizen of Russian origin, whose subordinates",2406
9593,,2909.0,included,"On July 1, 1941, the management of the camp was transferred to Lieutenant Pierre de Ricko, a naturalized French citizen of Russian origin, whose subordinates",2406
9594,9969.0,,was,a fortress surrounded by a 7-meter (nearly 23-foot) high wall.,2406
9595,6194.0,,moved,"to other camps in Mecheria (for instance, Benkemoun Israël) and Bossuet (for example, Paul Nahmias), whereas others were moved from Mecheria to Djenien Bou Rezg (including Mardochée Hazana and Abraham Bensoussan) and from the Djelfa camp to Djenien Bou Rezg (including Jacob Zeberou).",2406
9596,10261.0,,moved,"to other camps in Mecheria (for instance, Benkemoun Israël) and Bossuet (for example, Paul Nahmias), whereas others were moved from Mecheria to Djenien Bou Rezg (including Mardochée Hazana and Abraham Bensoussan) and from the Djelfa camp to Djenien Bou Rezg (including Jacob Zeberou).",2406
9597,5505.0,,moved,"to other camps in Mecheria (for instance, Benkemoun Israël) and Bossuet (for example, Paul Nahmias), whereas others were moved from Mecheria to Djenien Bou Rezg (including Mardochée Hazana and Abraham Bensoussan) and from the Djelfa camp to Djenien Bou Rezg (including Jacob Zeberou).",2406
9598,894.0,,moved,"to other camps in Mecheria (for instance, Benkemoun Israël) and Bossuet (for example, Paul Nahmias), whereas others were moved from Mecheria to Djenien Bou Rezg (including Mardochée Hazana and Abraham Bensoussan) and from the Djelfa camp to Djenien Bou Rezg (including Jacob Zeberou).",2406
9599,16502.0,,moved,"to other camps in Mecheria (for instance, Benkemoun Israël) and Bossuet (for example, Paul Nahmias), whereas others were moved from Mecheria to Djenien Bou Rezg (including Mardochée Hazana and Abraham Bensoussan) and from the Djelfa camp to Djenien Bou Rezg (including Jacob Zeberou).",2406
9600,8415.0,,transferred,from the Bossuet camp to Djenien Bou Rezg in 1941 before being moved again to the Djelfa camp in the Ghardaïa region.,2406
9601,,15258.0,included,They,2406
9602,,5602.0,included,They,2406
9603,,996.0,included,They,2406
9604,,6999.0,included,They,2406
9605,,9747.0,included,They,2406
9606,,962.0,included,They,2406
9607,,477.0,included,They,2406
9608,,835.0,included,They,2406
9609,,1493.0,included,They,2406
9610,,10705.0,included,They,2406
9611,,11595.0,included,They,2406
9612,14677.0,,sent,to the camp.,2406
9613,102.0,,sent,to the camp.,2406
9614,2625.0,,selected,for “liberation without condition of (forced) residence.” Italian prisoner Giuseppe Clemente was imprisoned at El-Aricha in 1941 and later interned at Djelfa the following year.,2425
9615,2246.0,,imprisoned,at El-Aricha in 1941 and later interned at Djelfa the following year.,2425
9616,286.0,,agree,"that El-Guerrah held Jews who were mobilized to do forced labor, but disagree as to the distribution of such camps.",2426
9617,14441.0,,agree,"that El-Guerrah held Jews who were mobilized to do forced labor, but disagree as to the distribution of such camps.",2426
9618,1989.0,,imposed,"by the camp’s second commandant, Générale Jules César Caboche; his adjutant, Jean Gravelle; and the camp supervisors.",2438
9619,4840.0,,imposed,"by the camp’s second commandant, Générale Jules César Caboche; his adjutant, Jean Gravelle; and the camp supervisors.",2438
9620,12330.0,,sent,"to Fort Caffarelli for 17 days because he wrote in a letter to his family that “Europe is dying of hunger under German domination.” During a debate in the British House of Commons on March 24, 1943, a member of Parliament stated that at Djelfa the prisoners were sent to the “dungeons” at Fort Caffarelli and often horse whipped naked in front of other prisoners.",2438
9621,5089.0,,recalled,",
In April-May 1941 the sick (from Djelfa) were interned at Fort Cafarelli, until the hospital was completed ….",2438
9622,10585.0,,claims,"that, on August 11, 1942, the confinement center (Centre de Séjour Surveillé, CSS) of Djelfa was temporarily located at Fort Caffarelli while the Djelfa camp was being reorganized to serve as a forced labor camp.",2438
9623,5615.0,,sent,"to Hadjerat M’Guil for political reasons when they were labeled as “suspects.” For example, Dr. Joseph Heller was sent to Hadjerat M’Guil by the Vichy authorities because he had fought with the Spanish Republicans against Franco.",2478
9624,2271.0,,testified,"that Dauphin, the chief accountant, displayed a particular kind of sadism: “Dauphin saw that the men were scared.",2478
9625,2288.0,,visited,"the camp, noting that it had only 23 prisoners (9 Spaniards, 9 Germans and Austrians, 3 Russians, 1 Italian, and 1 Pole).",2492
9626,2788.0,,taken,to a hospital in Casablanca.,2492
9627,,2788.0,survivor,According to,2492
9628,1345.0,,directed,all AOF internment camps.,2513
9629,15968.0,,deemed,"Kankan superior in many ways to Conakry and Tombouctou: “The sight of trees, grass, etc., after the sandy waste of Timbuctoo was very restful.” Whalley was also impressed that the camp was well supplied with books and games.",2513
9630,2243.0,,described,as “rather a strange coincidence” that at all three camps the native military band rehearsed nearby.,2513
9631,10377.0,,wore,his until he reached the United Kingdom in 1943.,2513
9632,11388.0,,interned,"at Kankan and appealed to Fayette J. Flexer, the U.S. consul in Dakar, documenting their experience.",2513
9633,12521.0,,interned,"at Kankan and appealed to Fayette J. Flexer, the U.S. consul in Dakar, documenting their experience.",2513
9634,3711.0,,interned,"at Kankan and appealed to Fayette J. Flexer, the U.S. consul in Dakar, documenting their experience.",2513
9635,8957.0,,recalled,"that the camp had “Frenchmen, Germans and Austrians who were the majority, Romanians, Greeks, Slavs, Belgians, Dutch, a few British subjects, one Australian and two Americans.” The Jewish prisoners in the nearby disciplinary camp at Hadjerat M’Guil were transferred to Kenadsa at the end of 1941.",2520
9636,2484.0,,ordered,the draping of all public institutions with Allied and French flags.,2520
9637,5928.0,,testified,in the trial.,2520
9638,14367.0,,was,"Karl Stössler, who was from Vienna, Jewish, and a member of GTE No.",2522
9639,2043.0,,died,"of his illnesses, in addition to suffering the ill effects of being overworked and hungry.",2522
9640,3529.0,,beaten,to death.,2522
9641,4382.0,,was,Antoine Félix Giacobbi.,2525
9642,1345.0,,directed,all internment camps in the AOF established for Allied prisoners of war (POWs).,2525
9643,3184.0,,buried,in the Kindia Christian Cemetery.,2525
9644,10771.0,,was,"Captain Petra Panapolous, and most of the crew was British.",2525
9645,1345.0,,directed,all internment camps in the AOF; these camps were established to hold Allied prisoners of war (POWs).,2535
9646,15968.0,,served,"aboard the SS Criton) first served on the MV (Motor Vessel) Memnon, which was torpedoed on March 11, 1941.",2535
9647,,6248.0,included,Notable internees,2535
9648,,9872.0,included,Notable internees,2535
9649,,9534.0,included,Notable internees,2535
9650,,11993.0,included,Notable internees,2535
9651,606.0,,issued,"a decree in September 1942 with the aim of improving camp organization and management, living conditions, and the pay (in francs) given to prisoners by rank.",2535
9652,10395.0,,held,at Koulikoro well after the Operation Torch landings in November 1942.,2535
9653,6406.0,,served,as the Senior British Officer (SBO).,2550
9654,8240.0,,succumbed,to poliomyelitis.,2550
9655,2322.0,,came,"to the attention of the MI 9 director, Norman Crockatt, according to historians M. R. D. Foot and J. M. Langley.",2550
9656,8308.0,,came,"to the attention of the MI 9 director, Norman Crockatt, according to historians M. R. D. Foot and J. M. Langley.",2550
9657,6029.0,,participated,in both escapes.,2550
9658,2484.0,,used,"to intern many Algerian Jews on the orders of his successor, Générale d’Armée Henri Giraud.",2550
9659,,4452.0,intern,"After the assassination of Admiral Jean François Darlan, then the highest ranking Vichy officer in French North Africa, on December 24, 1942, Laghouat was used to",2550
9660,15296.0,,visited,"the camp on April 24, 1943, the total number of detainees was 296: 291 Italians and 5 former members of the French Foreign Legion.",2544
9661,14148.0,,was,"one of the detainees at La Marne, following his detention at Oued Akreuch and Ait Amar.",2544
9662,13959.0,,commented,", “More serious is the problem of the camps.",2585
9663,5427.0,,incarcerated,"in the disciplinary camp of the 2nd RTM before being transferred to and interned with the group of foreign workers (Groupe des Travailleurs Étrangers, GTE), GTE No.",2595
9664,304.0,,were,important Algerian nationalists held in the camp.,2600
9665,6537.0,,were,important Algerian nationalists held in the camp.,2600
9666,10585.0,,received,permission to visit the Mecheria camp.,2600
9667,14962.0,,received,permission to visit the Mecheria camp.,2600
9668,15318.0,,submitted,"a detailed account of the Mediouna camp to the Belgian authorities, which formed the basis of a report on the camp to the International Tracing Service.",2601
9669,15296.0,,visited,"the camp, it held 246 laborers: 128 Italians, 88 Spaniards, 16 Legionnaires, and 14 volunteers engaged in the Foreign Legion for the duration of the war (Engagés volontaires à la Légion étrangère pour la durée de la guerre, EVDG).",2602
9670,5509.0,,proposed,a specific plan for Spanish refugees.,2606
9671,2288.0,,visited,"the camp on April 1, 1943, and reported that there were more than 70 prisoners of different nationalities.",2614
9672,,10007.0,called,Also,2625
9673,10585.0,,held,"75 prisoners on December 12, 1941.",2625
9674,15270.0,,was,“similar but less comfortable” than the Oued Akreuch camp.,2625
9675,5928.0,,posted,to Quargla.,2718
9676,12321.0,,posted,to Quargla.,2718
9677,12321.0,,had,"a different impression of Quargla and described his 18 months stationed there before the Armistice as “quite nice.” Alfred Larsen, a Dane who enlisted in the Foreign Legion in 1939, was also interned at Quargla in the spring of 1940.",2718
9678,8335.0,,interned,at Quargla in the spring of 1940.,2718
9679,247.0,,was,"also a center of forced residence for local arrested suspects, such as Albert Amselek and Joseph Bergel, who were involved in the Douieb Affair, the roundup of 14 Jewish businessmen from Algeria on June 27, 1941.",2718
9680,924.0,,was,"also a center of forced residence for local arrested suspects, such as Albert Amselek and Joseph Bergel, who were involved in the Douieb Affair, the roundup of 14 Jewish businessmen from Algeria on June 27, 1941.",2718
9681,,1561.0,arrested,The Vichy military police,2720
9682,2281.0,,served,in World War II as a noncommissioned officer (NCO) and aviation mechanic based at the Meknès air base.,2722
9683,2103.0,,was,under the direction of J. de Charant.,2763
9684,9638.0,,was,in charge of discipline inside the camp.,2767
9685,10452.0,,visited,the camp and expressed his satisfaction with its management.,2767
9686,2288.0,,reported,that the camp held 217 internees.,2767
9687,15296.0,,visited,"the camp and reported that there were 53 men, 42 women, and 7 children in the camp.",2767
9688,15296.0,,visited,the camp on several occasions.,2772
9689,10585.0,,were,"120 prisoners, including in Menabba and Mengoup.",2816
9690,12205.0,,held,at Talzaza from October to December 1941.,2816
9691,596.0,,detained,"in the Telergma camp for two years for being an “indigenous Jew.”
The Allies landed on the coasts of Algeria and Morocco in Operation Torch on November 8, 1942, after which the detainees at Telergma were progressively returned to civilian life.",2815
9692,11556.0,,authorized,"the construction of the Trans-Saharan Railroad, also known as the Mediterranean-Nigerian (Mer-Niger) railway project.",2818
9693,12715.0,,included,"Polish, German, Austrian, and Romanian Jews, Spaniards, and others.",2818
9694,2725.0,,was,the senior internee.,2829
9695,10377.0,,took,"sheets off our beds and made rough skirts.”
As Protecting Power, the U.S. consulate in Dakar relayed aid parcels from the British Red Cross Society (BRCS) to the camp.",2829
9696,3711.0,,served,"as a conduit between the governor general of French West Africa, Pierre Boisson, and the British West African Governors’ Conference, through the offices of the U.S. consulate in Lagos, Nigeria.",2829
9697,1345.0,,served,"as a conduit between the governor general of French West Africa, Pierre Boisson, and the British West African Governors’ Conference, through the offices of the U.S. consulate in Lagos, Nigeria.",2829
9698,4808.0,,died,"of heatstroke on May 2, 1942.",2829
9699,13960.0,,was,"unable to digest solid food, even rice, and died of starvation on May 28, 1942.",2829
9700,3116.0,,sent,"to Auschwitz, with a smaller group sent to the Strasshof camp, near Vienna, as part of Rudolf (Rezső) Kasztner’s negotiations with Adolf Eichmann.",2311
9701,15272.0,,established,"one large and later one small ghetto in Balassagyarmat between May 4 and 10, 1944.",2250
9702,5330.0,,commanded,"Gendarmerie District IV, which included Somogy County.",2254
9703,4152.0,,was,not closed or fenced in.,2312
9704,3916.0,,recalled,that a Hungarian gendarme viciously beat a woman who had missed curfew by a few minutes; she was beaten with a leather strap until she bled.,2312
9705,3942.0,,recalled,that inmates tried to keep girls and young women hidden from view to protect them from these attacks.,2312
9706,14893.0,,experienced,"waves of Jewish refugees from German-occupied countries surrounding Hungary—in particular, from the antisemitic regimes of Jozef Tiso from Slovakia and Octavian Goga from Romania—where Jews were being persecuted, killed, and deported.",2259
9707,4571.0,,experienced,"waves of Jewish refugees from German-occupied countries surrounding Hungary—in particular, from the antisemitic regimes of Jozef Tiso from Slovakia and Octavian Goga from Romania—where Jews were being persecuted, killed, and deported.",2259
9708,3116.0,,sent,"to Budapest to personally take charge of the “Final Solution.” Soon afterward, Jews in Hungary were ordered to wear the yellow Star of David, and Jewish Councils were ordered to be formed in each community.",2259
9709,2620.0,,remembered,the day when the Jews were all herded into the ghetto: it was her 14th birthday.,2259
9710,2525.0,,carried,out under the command of Mayor Nor-bert Kuales and police chief Miklós Debreczeni.,2267
9711,13845.0,,rounded,"up by gendarmerie units under the command of László Smolenszki, the deputy prefect, and Gendarmerie Alezredes (Lieutenant Colonel) Ernö Pászthói.",2267
9712,11549.0,,rounded,"up by gendarmerie units under the command of László Smolenszki, the deputy prefect, and Gendarmerie Alezredes (Lieutenant Colonel) Ernö Pászthói.",2267
9713,13849.0,,was,"inadequate from every point of view and made worse by the antisemitic beliefs of Heinrich Smolka, a local official who was in charge.",2267
9714,1402.0,,were,"Kálmán Borbély, the county prefect, and Gusztáv Órendi, a local Gestapo agent.",2267
9715,16760.0,,were,"Kálmán Borbély, the county prefect, and Gusztáv Órendi, a local Gestapo agent.",2267
9716,14010.0,,reorganized,"the community and, under the leadership of Rabbi Mozes Spitz, established several social and health-related institutions in expectation of the return of the surviving deportees.",2267
9717,4017.0,,contacted,"the German Foreign Office, asking for 13,000 additional workers for Bor, including 10,000 from Hungary.",2278
9718,9415.0,,insisted,on death sentences for two of nine escapees recaptured in July 1944.,2278
9719,523.0,,commanded,"Honvéd forces; later, the sadistic and antisemitic Marányi replaced him.",2278
9720,1705.0,,administered,"sadistic punishments, such as tying prisoners’ arms behind their backs and suspending them from a pole so their toes did not touch the ground.",2278
9721,15128.0,,was,notorious for being abusive.,2278
9722,12813.0,,harassed,prisoners so cruelly that many volunteered for extra OT work.,2278
9723,,14951.0,had,"Located some 40 kilometers (almost 25 miles) west of Bor, the Rhon subcamp",2278
9724,11646.0,,immortalized,"in the poem, “Seventh Eclogue” (Hetedik Ecloga), found on the body of prisoner Miklós Radnóti.",2278
9725,14456.0,,were,relatively decent.,2278
9726,10255.0,,evacuated,"Bor in September 1944, although about 200 weakened Hungarian inmates remained under Százados Bela Nagy and Törzsőrmester Csaszar.",2278
9727,10859.0,,forced,"laborers left the Berlin subcamp on September 17, 1944.",2278
9728,6466.0,,forced,"laborers left the Berlin subcamp on September 17, 1944.",2278
9729,13300.0,,Led,"by Honvéd personnel under the command of Hadnagy László Schäffer, who was known for his fair treatment of the prisoners, the group of around 2,600 set off on September 29.",2278
9730,12514.0,,incarcerated,"in a labor camp in Budafok on July 1, 1940.",2294
9731,12268.0,,dispatched,to a labor camp in Budafok after his arrest in Gödöllö in July 1940.,2294
9732,1519.0,,is,"torian Randolph Braham, it is also possible that this field served as a transit station during the death marches of November 1944.",2294
